,video_id,video_timestamp,video_duration,video_locationcreated,suggested_words,video_diggcount,video_sharecount,video_commentcount,video_playcount,video_description,video_is_ad,video_stickers,author_username,author_name,author_followercount,author_followingcount,author_heartcount,author_videocount,author_diggcount,author_verified,hashtags
3602,7327757873147120938,2024-01-24T15:03:46,15.0,US,"['atla live action', ' Avatar', ' Avatar: The Last Airbender', ' avatar last airbender', ' the avatar', ' avatar movie', ' the last airbender', ' Avatar The Last Airbender Live Action', ' avatarnetflix', ' The Avatar Movie']",68100.0,1253.0,1134.0,241300.0,I swear liberals would condemn Aang for going into the Avatar State. #blacklivesmatter #blackpolitics #blackpeople #avatarthelastairbender #avatarnetflix #avatarliveaction ,False,,chad__215,Chad,,,,,,False,"['blacklivesmatter', 'blackpolitics', 'blackpeople', 'avatarthelastairbender', 'avatarnetflix', 'avatarliveaction']"
3607,7327810586195201326,2024-01-24T18:28:11,133.0,US,"['oscar nominees 2024', ' oscars 2024', ' barbie oscars', ' barbie movie', ' Barbie', ' America Ferrera Barbie Speech', ' barbie speech', ' Barbie Woman Speech', ' Barbie Doll Movie', ' Barbie The Movie']",92000.0,1592.0,1417.0,395200.0,#oscars discourse + white feminism #barbiemovie #feminism ,False,,jamesissmiling,jamesissmiling,,,,,,False,"['oscars', 'barbiemovie', 'feminism']"
3663,7325437140467207467,2024-01-18T08:58:33,11.0,US,"['me telling the cop cop reacts', ' telling the cop', ' handing my wallet to the cop cop reacts', ' telling the officer meme', ' pulling wallet out for cops', ' giving officer wallet fast prank', ' handing the officer my wallet meme', ' telling the officer', ' handing my wallet to the cop', ' me telling the cop cop']",863700.0,19100.0,3541.0,6500000.0,#real #advice #fyp #foryou #police #seatbelt ,False,,_yunglimabean_,sonnyotieno,,,,,,False,"['real', 'advice', 'fyp', 'foryou', 'police', 'seatbelt']"
3718,7328487500593237290,2024-01-26T14:15:11,86.0,US,"['america ferrera', ' lily gladstone', ' america ferrera oscars', ' America Ferrera Barbie', ' white feminism barbie', ' America Ferrera American Actress', ' Barbie', ' barbie oscars', ' Barbie Film', ' barbie red carpet']",49600.0,1040.0,685.0,216200.0,"Sure, you can be mad about Barbie, but where is that energy when it comes to WOC? 🤨 #genzxelcambio #barbie #latinostiktok #oscars #americaferrera #honduras #lilygladstone #academyawards #immigrants #whitefeminism #barbiemovie #feminism ",False,,genzxelcambio,Gen-Z X El Cambio,,,,,,True,"['genzxelcambio', 'barbie', 'latinostiktok', 'oscars', 'americaferrera', 'honduras', 'lilygladstone', 'academyawards', 'immigrants', 'whitefeminism', 'barbiemovie', 'feminism']"
3819,7328029003607002410,2024-01-25T08:35:25,8.0,US,"['lily gladstone', ' barbie indigenous joke scene', ' snub', ' barbie indigenous smallpox joke', ' barbies snub', ' Barbie', ' barbie oscars', ' lily gladstone barbie', ' nativetiktok', ' golden globes barbie joke']",110400.0,925.0,2195.0,787500.0,not to mention the critics putting down lily gladstone  #barbie #oscars #nativetiktok ,False,,oodhamboiii,Wagon Burner 🪶,,,,,,False,"['barbie', 'oscars', 'nativetiktok']"
3875,7327509020544077098,2024-01-23T22:57:33,71.0,US,"['joe biden palestine', ' joe biden interrupted', ' biden interrupted', ' biden palestine', ' biden 4 more years', ' president head statue', ' biden poll numbers', ' biden fall collection', ' 4 more years', ' four more years']",54400.0,2007.0,5792.0,944600.0,"President Joe Biden was repeatedly interrupted by protesters, some of whom shouted their support for Palestinians, during an abortion rights rally in Virginia. #cnn #news #2024 ",False,,cnn,CNN,,,,,,True,"['cnn', 'news', '2024']"
3911,7327392394310061355,2024-01-23T15:25:36,5.0,US,[],88900.0,1924.0,556.0,362500.0,#margotrobbie #barbie #ryangosling #barbieandken #gretagerwig #oscars #barbiemovie #fyp ,False,,kittiearie,Cat,,,,,,False,"['margotrobbie', 'barbie', 'ryangosling', 'barbieandken', 'gretagerwig', 'oscars', 'barbiemovie', 'fyp']"
4101,7327030842809748779,2024-01-22T16:02:19,6.0,US,"['ram temple ayodya', ' ram temple', ' ram temple modi ayodya', ' india', ' india ethno state', ' ram temple controversy', ' ram temple ayodya controversy', ' Deogarh India', ' Rai Village In India', ' kashmir india']",12800.0,192.0,1163.0,114500.0,"look up ram temple modi ayodhya before getting in my comments. brown ppl who are calling for a free 🇵🇸, where are you for this ‼️ #politics #leftist #communist #socialist #fyp ",False,,dhvya_s,dhvya,,,,,,False,"['politics', 'leftist', 'communist', 'socialist', 'fyp']"
4278,7321979630343261483,2024-01-09T01:21:36,6.0,US,"['lewis hamilton camera sign', ' michigan vs washington', ' jj mccarthy', ' Michigan', ' lewis hamilton', ' jj mccarthy highlights', ' jj mccarthy edit', ' camera sign', ' michigan national championship', ' Michigan Football']",483400.0,1251.0,2791.0,5900000.0,🔥🔥 (🎥: @College Football Playoff) #michigan #jjmccarthy #nationalchampionship #cfb #collegefootball #cfbplayoffs ,False,,espn,ESPN,,,,,,True,"['michigan', 'jjmccarthy', 'nationalchampionship', 'cfb', 'collegefootball', 'cfbplayoffs']"
4436,7323201596827946270,2024-01-12T08:22:39,184.0,US,"['hinge', ' tinder algorithm', ' dating apps', ' dating apps algorithm', ' hinge attractiveness algorithm', ' algorithm', ' Hinge Matches', ' Hinge Prompts', ' hinge bronze', ' hinge prompts girls']",101300.0,5149.0,2051.0,1600000.0,Dating apps say they don’t judge attractiveness… here’s the truth #greenscreen #hinge #datingapps #hingealgorithm #tech #algorithm ,False,,thomasgermain,Thomas Germain,,,,,,False,"['greenscreen', 'hinge', 'datingapps', 'hingealgorithm', 'tech', 'algorithm']"
4462,7209646894346358062,2023-03-12T09:12:53,76.0,US,[],40000.0,322.0,88.0,169700.0,@theacademy HI! 📣📣📣 #representationmatters #naatunaatu #oscars #indian #artists #representation #indian #foryou #fyp #browntiktok ,False,,dancingroti,Rohit Gijare,,,,,,False,"['representationmatters', 'naatunaatu', 'oscars', 'indian', 'artists', 'representation', 'indian', 'foryou', 'fyp', 'browntiktok']"
4500,7289163541872004395,2023-10-12T15:57:35,0.0,US,[],20700.0,598.0,84.0,108700.0,"there is no point in having a platform of any size anywhere if you don’t speak up for injustices  if you feel helpless while people are suffering i urge you to educate yourself, speak up, and donate if you are able to  this is not an issue regarding religion rather basic human rights, please please please don’t believe everything you read and do your own research  may allah protect our brothers and sisters in falastin #freepalestine #palestine ",False,,ridamedia,rida 🫧,,,,,,False,"['freepalestine', 'palestine']"
4594,7319374100680576302,2024-01-02T00:50:27,38.0,US,"['israeli news', ' Tree Triming', ' Olivegarden', ' man chopping woods', ' olive tree transfers', ' 200 Year Old Tree Cutting', ' Olive Tree With Planter', ' oldest tree', ' Faux Olive Tree', ' olive garden balcony']",29700.0,1526.0,870.0,150800.0,#breakingnews #news #fyp ,False,,unvelingtruth945,Wafa,,,,,,False,"['breakingnews', 'news', 'fyp']"
4709,7324899530204253482,2024-01-16T22:11:38,19.0,US,"['costco membership', ' costco', ' costco membership crackdown', ' costco tiktok', ' Costco Wholesale Retail Company', ' Costco Standing Desk', ' Costco Door', ' costco doorbuster', ' Costco Samples', ' Costco Shopping']",43300.0,12200.0,1512.0,2200000.0,Bad news if you're mooching off of someone else's @Costco Wholesale membership: The retail giant is cracking down. Costco is testing out a system that requires customers to scan their membership cards at the store entrance instead of just flashing the card to staff. #costco #membership #member #members #memberships #store #retail #retailer #customer #customers #consumer #consumers #consumernews #fyp #foryoupage #abc7news ,False,,abc7newsbayarea,ABC7 News,,,,,,True,"['costco', 'membership', 'member', 'members', 'memberships', 'store', 'retail', 'retailer', 'customer', 'customers', 'consumer', 'consumers', 'consumernews', 'fyp', 'foryoupage', 'abc7news']"
4719,7325216715267755310,2024-01-17T18:42:42,84.0,US,"['trump or biden college', ' trump or biden', ' texas tech', ' texas tech university', ' trump or biden college texas', ' trump or biden universities', ' Texas University', ' Texas Tech University Campus', ' trump or biden asking people in public', ' College University']",44900.0,4800.0,5365.0,1600000.0,TRUMP OR BIDEN?!?!?  #trump #biden #president #ttu #texastechuniversity #vote #yourpage #foryoupage #fyp #viralvideo #usa #explorepage #viraltiktok #foryou #question #questionoftheday ,False,,naylinofficial808,Naylinofficial808,,,,,,False,"['trump', 'biden', 'president', 'ttu', 'texastechuniversity', 'vote', 'yourpage', 'foryoupage', 'fyp', 'viralvideo', 'usa', 'explorepage', 'viraltiktok', 'foryou', 'question', 'questionoftheday']"
4751,7325526188167040302,2024-01-18T14:43:43,133.0,US,[],4078.0,202.0,208.0,77400.0,"Stop treating #womenintech as your ""office mom"" #femaleCEO #CEO #SherylSandberg",False,,bloombergopinion,Bloomberg Opinion,,,,,,True,"['womenintech', 'femaleceo', 'ceo', 'sherylsandberg']"
4866,7319415875008810270,2024-01-02T03:33:24,151.0,US,"['giving birthing', ' pregnant with triplets', ' qatar palestine', ' triplets pregnancy', ' C Section Hospital Bag', ' sea boundary palestine', ' palestine alshifa hospital', ' stingray gives birth']",69600.0,3731.0,1559.0,294200.0,This Palestinian mother has given birth to #quadruplets in Gaza after fleeing with her family from the north. #news ,False,,aljazeeraenglish,Al Jazeera English,,,,,,True,"['quadruplets', 'news']"
4928,7325483291979648286,2024-01-18T11:57:30,47.0,US,"['what is consulting', ' what do consultants do', ' consulting', ' morning brew consulting', ' Business Consultant', ' business', ' consulting career', ' Sales Consulting', ' Management Consulting', ' financial consultant']",159900.0,12500.0,1030.0,2100000.0,Asking MBAs about consulting  #consulting #mba #harvard #business #businessnews ,False,,morningbrew,Morning Brew,,,,,,True,"['consulting', 'mba', 'harvard', 'business', 'businessnews']"
