,video_id,video_timestamp,video_duration,video_locationcreated,suggested_words,video_diggcount,video_sharecount,video_commentcount,video_playcount,video_description,video_is_ad,video_stickers,author_username,author_name,author_followercount,author_followingcount,author_heartcount,author_videocount,author_diggcount,author_verified,hashtags
7099,7339956296499612959,2024-02-26T11:59:24,61.0,US,"['sand holes collapse girl', ' Hole In The Sand', ' Sand Pile Unclogging', ' Sand Video', ' sand hole collapse florida', ' sand struck by lightning', ' Lightning Hits Sand', ' hydrophobic sand', ' lightning hitting sand', ' satisfying sand']",75100.0,609.0,609.0,892700.0,CRAZY NEW DETAILS RELEASED on the girl who passed away after the sand collapsed; witness says an adult dug the hole not them! #greenscreen #breakingnews #fyp #news #lauderdalebythesea #sand #hole #collapse #girl #sloanmattingly #rip #update #new #details ,False,,bnc_news,BNC_NEWS,,,,,,False,"['greenscreen', 'breakingnews', 'fyp', 'news', 'lauderdalebythesea', 'sand', 'hole', 'collapse', 'girl', 'sloanmattingly', 'rip', 'update', 'new', 'details']"
7106,7340067049592376606,2024-02-26T19:09:10,5.0,US,"['buying a home', ' Buy A House', ' iron worker paycheck']",83800.0,3200.0,893.0,1300000.0,"After inflation, youre barely breaking even 😭  . . . #employee #income #raise #inflation #costofliving #buyingahouse ",False,,nateloans,Nateloans,,,,,,False,"['employee', 'income', 'raise', 'inflation', 'costofliving', 'buyingahouse']"
7149,7340031840717212971,2024-02-26T16:52:32,332.0,US,"['briantylercohen', ' Alabama', ' dobby', ' josh dobbs interception', ' dobbs decision', ' josh dobbs', ' news under a desk', ' Visiting Alabama']",71400.0,2050.0,3316.0,529800.0,Wow. #news #politics #roe #dobbs #ivf #family #alabama ,False,,briantylercohen,briantylercohen,,,,,,True,"['news', 'politics', 'roe', 'dobbs', 'ivf', 'family', 'alabama']"
7171,7340019045493722411,2024-02-26T16:02:53,27.0,US,"['Selkie', ' what i would wear to university of alabama', ' selkie alabama', ' Sorority', ' university of alabama', ' alabama football', ' College Football', ' Alabama', ' Sorority Recruitment', ' college']",42300.0,111.0,76.0,254800.0,Would she get a bid?? . . . #alabama #bama #alabamafootball #universityofalabama #al #university #college #uni #eu #european #europeansummer #america #american #south #thesouth #southern #football #collegefootball #frat #fraternity #srat #sorority #sororityrecruitment #sororitycheck #greek #greeklife ,False,,progressivepatriotism,jaco,,,,,,False,"['alabama', 'bama', 'alabamafootball', 'universityofalabama', 'al', 'university', 'college', 'uni', 'eu', 'european', 'europeansummer', 'america', 'american', 'south', 'thesouth', 'southern', 'football', 'collegefootball', 'frat', 'fraternity', 'srat', 'sorority', 'sororityrecruitment', 'sororitycheck', 'greek', 'greeklife']"
7186,7340115302325210398,2024-02-26T22:16:23,0.0,US,[],922.0,2.0,56.0,16700.0,How do you say death certificate in Spanish? #interpreter #translate #latina #Spanish #LearnOnTikTok #bilingual #funny #meme #medical ,False,,seaandsun19,Marisol Santana,,,,,,False,"['interpreter', 'translate', 'latina', 'spanish', 'learnontiktok', 'bilingual', 'funny', 'meme', 'medical']"
7213,7339982815368498478,2024-02-26T13:42:16,91.0,US,"['nancy pelosi stocks', ' nancy pelosi trading', ' nancy pelosi stocks tracker', ' nancy pelosi young', ' palo alto networks stock']",168500.0,18100.0,3270.0,3200000.0,KEEPIN’ AN EYE ON THIS ONE 👀 #quiverquant #finance #stocks #investing #nancypelosi #news #fyp,False,,quiverquant,Quiver Quantitative,,,,,,False,"['quiverquant', 'finance', 'stocks', 'investing', 'nancypelosi', 'news', 'fyp']"
7236,7325157763296890143,2024-01-17T14:54:09,283.0,US,"['chevron deference law', ' chevron deference', ' lawyer', ' tiktok lawyer', ' chevron doctrine', ' Chevron Corporation', ' chevron print', ' Chevron Bag', ' Lawyer Student', ' Law Faculty']",115800.0,3188.0,4985.0,1300000.0,"Over the next few months, you’ll hear a lot of opinions on here about this, telling you what to think and why. I’ve gotten a lot of questions on it, so here’s an overview of the case, what both sides are arguing, and why it matters so much, so that you can decide for yourself where you stand. #law #lawyer #constitution #conlaw #lawprofessor #chevrondeferencedecision #supremecourt #scotus #themoreyouknow #edutok #lawtok #government ",False,,dadchats,dadchats,,,,,,True,"['law', 'lawyer', 'constitution', 'conlaw', 'lawprofessor', 'chevrondeferencedecision', 'supremecourt', 'scotus', 'themoreyouknow', 'edutok', 'lawtok', 'government']"
7268,7338540704848809259,2024-02-22T16:26:07,93.0,US,"['Wordle', ' wordle first try', ' wordle with students', ' wordle first try school', ' wordle feb 23', ' savannah wordle', ' Wordle Today', ' wordle teacher', ' how to play wordle', ' wordle filter']",555200.0,550.0,1620.0,15400000.0,Wordle with my second graders #teacher #teachertok #fyp #trend #wordle #gamer #nyt #wordlegame #nytwordle #dailywordle #secondgradeteacher #2ndgradeclassroom ,False,,allhaleemily,Allhaleemily,,,,,,False,"['teacher', 'teachertok', 'fyp', 'trend', 'wordle', 'gamer', 'nyt', 'wordlegame', 'nytwordle', 'dailywordle', 'secondgradeteacher', '2ndgradeclassroom']"
7270,7339899575466986783,2024-02-26T08:20:24,35.0,US,"['yuval abraham', ' basil palestine', ' israeli news', ' Yuval Pyramid Response']",373400.0,13100.0,4953.0,2200000.0,"“I am Israeli, Basil is Palestinian and in two days, we will go back to a land where we are not equal.” Israeli journalist Yuval Abraham addresses audiences at the Berlinale film festival, highlighting the #inequality that Palestinians living under the Israeli occupation are subjected to.  #news #quotable ",False,,aljazeeraenglish,Al Jazeera English,,,,,,True,"['inequality', 'news', 'quotable']"
7272,7340008562590076203,2024-02-26T15:22:12,77.0,US,"['Trumpet', ' donald trump drinker', ' Shane Gillis Trump', ' trump speech after abdu shane gillis', ' Silver Springs Trump And Hillary', ' biden fall collection']",5110.0,91.0,310.0,72600.0,#DonaldTrump has a huge general election problem. These primaries prove it. #biden #election2024 #democrat #maga ,False,,keithedwards,Keith Edwards,,,,,,True,"['donaldtrump', 'biden', 'election2024', 'democrat', 'maga']"
7316,7340051489060048174,2024-02-26T18:08:33,19.0,US,"['biden ice cream', ' Ice Cream', ' joe biden ceasefire', ' Ice Cream So Good', ' Ice Creams Over The USA', ' aaron']",174400.0,18100.0,18400.0,4500000.0,"Pres. Biden said he ""hopes"" to have an Israel-Hamas cease-fire in Gaza by next Monday, adding, his national security advisor says ""we're close."" The comments from the president came during a stop at Van Leeuwen’s ice cream shop in New York City.",False,,abcnews,ABC News,,,,,,True,[]
7323,7337418240567692586,2024-02-19T15:50:38,286.0,US,"['edwardian era', ' history', ' History Tiktok', ' cray stitch', ' victorian house', ' Victorian Fashion', ' edward', ' watch history tiktok', ' Victorian Art', ' History Quiz']",52100.0,360.0,398.0,446900.0,#stitch with @CRAY hope this helps!! 🥲 #historytok #history #wwi #ww1 #victorian #edwardian ,False,,forgetmenothistory,ForgetMeNot History,,,,,,False,"['stitch', 'historytok', 'history', 'wwi', 'ww1', 'victorian', 'edwardian']"
7336,7339995302994136366,2024-02-26T14:30:34,41.0,US,"['albert einstein college of medicine', ' ruth gottesman', ' ruth gottesman networth', ' dr ruth gottesman on israel', ' ruth gottesman speech', ' einstein medical school', ' gottesman speech', ' gottesman', ' albert einstein college', ' medical student']",676100.0,30900.0,12700.0,6500000.0,"Students currently enrolled for a fourth year at the Albert Einstein College of Medicine will receive a reimbursement for their spring semester tuition. ⁠ ⁠ Then, come August, all students going forward will receive free tuition. #nbc4ny #montefiore #nyc",False,,nbcnewyork,NBC New York,,,,,,True,"['nbc4ny', 'montefiore', 'nyc']"
7387,7337846878857350443,2024-02-20T19:34:03,127.0,US,"['University of Michigan', ' college', ' michigan', ' College Student', ' College Rejections', ' College Application', ' College University', ' Umich Tuition', ' College Degree', ' College Admissions']",1821.0,19.0,88.0,23500.0,#umich #ross #michigan #deferred #senior #college #fyp ,False,,ssheldonthomas,sheldon,,,,,,False,"['umich', 'ross', 'michigan', 'deferred', 'senior', 'college', 'fyp']"
7456,7340002619580026155,2024-02-26T14:59:07,170.0,US,"['jaylen brown', ' Bernice Burgos', ' bernice burgos and jaylen brown', ' jaylen brown soccer', ' jaylen brown anime', ' jaylen brown lecture', ' jaylen brown dunk', ' jaylen brown muslim', ' jaylen brown highlights', ' jaylen brown harvard']",373000.0,12300.0,5341.0,3000000.0,Replying to @thewallflowernerd he might be “too smart” but he’s also the richest lmaoooo #jaylenbrown #bostonceltics #nba #basketball #funfacts #explained #storytime #womeninsports #forthegirlies #hoops #news #ucberkeley #randomfacts #jaysontatum ,False,,mariahcrose,mariah rose,,,,,,False,"['jaylenbrown', 'bostonceltics', 'nba', 'basketball', 'funfacts', 'explained', 'storytime', 'womeninsports', 'forthegirlies', 'hoops', 'news', 'ucberkeley', 'randomfacts', 'jaysontatum']"
7485,7318887789049761066,2023-12-31T17:22:51,120.0,US,"['mary kay letourneau', ' may december', ' a teacher', ' mary kay letourneau daughter speaks out', ' charles melton', ' mary kay letourneau movie', ' may december explained', ' mary kay letourneau interviews', ' Mary Kay Letourneau Passed Away', ' mary kay']",1300000.0,13100.0,4797.0,12600000.0,"May December is based on the disturbing case of Mary Kay Letourneau, have you seen it yet? #truecrime #mystery #creepy #vilifualaau #marykaylatourneau #crimetok #crimejunkie #horror  #netflix #movie #streaming #newyear #maydecember ",False,,heartstartspounding,Heart Starts Pounding Pod,,,,,,False,"['truecrime', 'mystery', 'creepy', 'vilifualaau', 'marykaylatourneau', 'crimetok', 'crimejunkie', 'horror', 'netflix', 'movie', 'streaming', 'newyear', 'maydecember']"
7493,7338264348588035374,2024-02-21T22:34:35,50.0,US,"['florida state', ' America State', ' tarpon springs florida', ' Florida Rental Houses']",58000.0,1305.0,1357.0,390500.0,#boston #amricafirst #America #taxes #florida #Michigan #chicago ,False,,freedomtrailhoops,Noah,,,,,,False,"['boston', 'amricafirst', 'america', 'taxes', 'florida', 'michigan', 'chicago']"
7622,7339999550784032030,2024-02-26T14:47:19,0.0,US,[],94.0,0.0,4.0,1749.0,Does the interpreter explain paperwork and medical concepts to the patient? #interpreter #translate #fyp #language #americantranslatorsassociation #bilingual #Spanish #latina #intérprete #español #latino #parati #idiomas #languages #viral #learnontiktok #aprendeentiktok #funny #meme #medical ,False,,ata_interpreter_division,ATA Interpreters Division,,,,,,False,"['interpreter', 'translate', 'fyp', 'language', 'americantranslatorsassociation', 'bilingual', 'spanish', 'latina', 'intérprete', 'español', 'latino', 'parati', 'idiomas', 'languages', 'viral', 'learnontiktok', 'aprendeentiktok', 'funny', 'meme', 'medical']"
7753,7339991777320979754,2024-02-26T14:17:05,42.0,US,"['albert einstein college of medicine', ' ruth gottesman', ' tuition free college', ' einstein medical school', ' albert einstein college', ' Medicine School', ' albert einstein', ' Med school', ' College Scholarship', ' albert einstein college of medicine tuition free']",632200.0,17100.0,5445.0,3800000.0,"The Montefiore Albert Einstein School of Medicine on Monday announced it has received a $1 billion donation which will allow free tuition for all medical school students. The donation marks the largest made to any medical school in the United States. It was made by Dr. Ruth Gottesman, the chair of the Einstein Board of Trustees. ""This donation radically revolutionizes our ability to continue attracting students who are committed to our mission, not just those who can afford it,"" said Marilyn and Stanley Katz Dean at Albert Einstein College of Medicine Dr. Yaron Tomer said in a press release. ""Additionally, it will free up and lift our students, enabling them to pursue projects and ideas that might otherwise be prohibitive."" The historic announcement also allows current fourth-year students to be reimbursed their spring 2024 semester tuition, and effective beginning in August of this year, all students moving forward will receive free tuition at the college. ""I am profoundly grateful to Dr. Gottesman for this historic and transformational gift,"" said President and CEO of Montefiore Einstein Philip O. Ozuah, ""I believe we can change healthcare history when we recognize that access is the path to excellence. With this gift, Dr. Gottesman will fund excellence in perpetuity and secure our foundational mission of advancing human health."" As of the 2023-24 school year, Einstein is home to 737 M.D. students, 209 Ph.D. students, 124 students in the combined M.D./Ph.D. program, and approximately 239 postdoctoral research fellows. Officials say the gift is intended to attract a talented and diverse pool of students who may not otherwise have the means to pursue a medical education. #nyc #college #news #wow ",False,,abc7ny,ABC7NY,,,,,,True,"['nyc', 'college', 'news', 'wow']"
7947,7339702087997050155,2024-02-25T19:33:11,123.0,US,"['josiah kilman', ' College Student', ' kentucky college student', ' Kentucky', ' University Of Kentucky', ' Nyc College Student', ' New York College Student', ' Kentucky State University', ' student teacher', ' Nursing Student']",35900.0,1883.0,767.0,536500.0,"A #Kentucky college student is dead, another student now under arrest. #MorganNorwood reports on the latest in a series of campus murders in the U.S. #WorldNewsTonight #WNT #DavidMuir #News #ABCNEWS",False,,abcworldnews,ABC World News Tonight,,,,,,True,"['kentucky', 'morgannorwood', 'worldnewstonight', 'wnt', 'davidmuir', 'news', 'abcnews']"
7986,7318077169693904174,2023-12-29T12:57:25,53.0,US,"['daniel kish', ' echolocation', ' Blind Person', ' Human Echolocation', ' documentary', ' Daniel', ' Blind People Vision', ' echo', ' Dead Eye', ' the blind']",173700.0,1696.0,860.0,1700000.0,"Daniel Kish lost his eyes as a child and, as an adult, has become a pioneer in the use of echolocation among the blind, a skill that he’s developed in order to generate vivid, precise perceptions of his surroundings. A short documentary follows Daniel as he works with other blind people to give them tools through which they can better perceive the world—and live freely within it. Watch it at the link in our bio. #blindness #echolocation #documentary",False,,newyorker,The New Yorker,,,,,,True,"['blindness', 'echolocation', 'documentary']"
