abstract,lead_paragraph,headline,keywords,pub_date,document_type,section_name
"This modern-day fable, directed by Rupert Goold and starring Tobias Menzies, is styled with horror.","“Each town has its witch/Each parish its troll,” a character sings ominously while sharpening hedge shears. “We will with pleasure/Take the life from their veins.”","{'main': '‘The Hunt’ Review: The Hunter Becomes the Hunted', 'kicker': None, 'content_kicker': None, 'print_headline': 'The (Falsely) Accused', 'name': None, 'seo': None, 'sub': None}","['Theater', 'The Hunt (Play)', 'Menzies, Tobias', 'Theater (Off Broadway)', 'Goold, Rupert']",2024-02-26T00:00:07+0000,article,Theater
"Amid signs of progress toward a pause in the fighting, Prime Minister Benjamin Netanyahu said Israeli forces planned to keep pushing into Gaza.",Prime Minister Benjamin Netanyahu said Sunday that Israeli forces would push into the southern Gaza Strip city of Rafah regardless of the outcome of talks to pause the fighting that appear to have been making some progress in recent days.,"{'main': 'Israeli Forces Will Move Into Rafah, Cease-Fire Deal or Not, Netanyahu Says', 'kicker': None, 'content_kicker': None, 'print_headline': 'Israeli Forces Will Move Into Rafah, Peace Deal or Not, Netanyahu Says', 'name': None, 'seo': None, 'sub': None}","['Israel-Gaza War (2023- )', 'Rafah (Gaza Strip)', 'Israel', 'Netanyahu, Benjamin', 'Hamas', 'Gaza Strip', 'International Relations', 'Peace Process']",2024-02-26T00:02:44+0000,article,World
The group’s chief executive wrote in an email to staff on Sunday that it would now focus on House and Senate races.,The political network created by the billionaire industrialist Koch brothers announced on Sunday that it was suspending its support for Nikki Haley in the presidential primary after her latest defeat in South Carolina.,"{'main': 'Months After Backing Haley, Koch Network Suspends Support for Her Campaign', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","['Presidential Election of 2024', 'Primaries and Caucuses', 'Americans for Prosperity', 'Politico, The', 'Haley, Nikki R', 'Koch, Charles G', 'Trump, Donald J']",2024-02-26T00:18:26+0000,article,U.S.
"With Republicans insisting on adding right-wing policy measures to spending bills, lawmakers are running out of time to strike a deal to avert a partial government shutdown before a deadline of Friday at midnight.","Congressional leaders have failed to reach a deal on legislation to keep federal funding going past Friday, with Republicans insisting on adding right-wing policy dictates to the spending bills, pushing the government to the brink of a partial shutdown within days.","{'main': 'Spending Impasse Persists Amid G.O.P. Resistance as Partial Shutdown Looms', 'kicker': None, 'content_kicker': None, 'print_headline': 'No Deal Seen  In Congress On Spending, Schumer Says', 'name': None, 'seo': None, 'sub': None}","['United States Politics and Government', 'Federal Budget (US)', 'Foreign Aid', 'Shutdowns (Institutional)', 'Democratic Party', 'Republican Party', 'House of Representatives', 'Senate', 'Ukraine']",2024-02-26T00:34:13+0000,article,U.S.
"Mr. Mitchell, a Canadian actor who appeared on “Star Trek: Discovery,” had A.L.S.","Kenneth Mitchell, a Canadian actor known for his roles on the series “Star Trek: Discovery” and the film “Captain Marvel,” died on Saturday. He was 49.","{'main': 'Kenneth Mitchell, Known for ‘Star Trek’ and ‘Captain Marvel’ Roles, Dies at 49', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","['Actors and Actresses', 'Deaths (Obituaries)', 'Amyotrophic Lateral Sclerosis', 'Movies', 'Marvel Entertainment', 'Mitchell, Kenneth (1974-2024)']",2024-02-26T01:58:04+0000,article,Arts
"Known as “Peetah,” he and other children of the singer Denroy Morgan formed the group Morgan Heritage in the 1990s.","Peter Anthony Morgan, the lead singer of the reggae band Morgan Heritage, a Grammy Award-winning group that was formed by children of the singer Denroy Morgan and came to be known for its varied influences and tight vocal harmonies, died on Sunday.","{'main': 'Peter Anthony Morgan, Grammy-Winning Reggae Singer, Dies at 46', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","['Reggae Music', 'Deaths (Obituaries)', 'Morgan, Peter Anthony (d 2024)', 'Morgan, Denroy', 'Morgan Heritage (Music Group)']",2024-02-26T03:42:45+0000,article,Arts
"Professionally known as Shinsadong Tiger, he created the upbeat, catchy and danceable musical style that defined K-pop in the early 2010s.","Lee Hoyang, a prolific producer and songwriter of South Korean pop music who was professionally known as Shinsadong Tiger and who helped create some of the biggest K-pop hits of the 2010s, died on Friday in Seoul. He was 40.","{'main': 'Lee Hoyang, Prolific K-Pop Producer and Songwriter, Dies at 40', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","['Deaths (Obituaries)', 'K-Pop', 'Lee Hoyang (Shinsadong Tiger) (1983-2024)']",2024-02-26T03:56:58+0000,article,Arts
Most people of Middle Eastern and North African descent are classified as “white” in U.S. census data. Thousands of respondents to a Times survey told us how they actually identify.,Most people of Middle Eastern and North African descent are classified as “white” in U.S. census data. Thousands of respondents to a Times survey told us how they actually identify.,"{'main': 'No Box to Check: When the Census Doesn’t Reflect You', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","['Census', 'Census Bureau', 'Race and Ethnicity', 'United States', 'Middle East', 'North Africa', 'Presidential Election of 2024', 'src-reader-callout']",2024-02-26T04:09:53+0000,multimedia,U.S.
"With the state’s primary on Tuesday, speakers at a gathering in Dearborn, Mich., pushed voters to cast a ballot for “uncommitted” in objection to President Biden’s handling of the Israel-Hamas war.","Two days before the Michigan Democratic primary, speakers at a rally on Sunday in Dearborn, Mich., urged voters to withhold their support from President Biden over his policy on the war in Gaza — and said that only Mr. Biden and Democrats who support his Israel policies would be to blame if the protest vote helped former President Donald J. Trump win in November.","{'main': 'Rally in Michigan Urges Protest Vote Against Biden’s Israel Policies', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","['Israel-Gaza War (2023- )', 'Presidential Election of 2024', 'ARAB-AMERICANS', 'Democratic Party', 'Jewish Voice for Peace Inc', 'United Automobile Workers', 'Biden, Joseph R Jr', 'Tlaib, Rashida', 'Whitmer, Gretchen', 'Dearborn (Mich)', 'Michigan', 'Demonstrations, Protests and Riots', 'Primaries and Caucuses']",2024-02-26T04:13:54+0000,article,U.S.
Kyle Parker says he delivered sniper gear as part of his unabashed support for Ukraine. Investigators say there may be “counterintelligence issues.”,"A senior Capitol Hill staff member who is a longtime voice on Russia policy is under congressional investigation over his frequent trips to Ukraine’s war zones and providing what he said was $30,000 in sniper gear to its military, documents show.","{'main': 'Senate Aide Investigated Over Unofficial Actions in Ukraine', 'kicker': None, 'content_kicker': None, 'print_headline': 'Senate Aide Investigated Over Unofficial Ukraine Actions', 'name': None, 'seo': None, 'sub': None}","['Parker, Kyle (Senate Aide)', 'Ethics and Official Misconduct', 'United States Politics and Government', 'Russian Invasion of Ukraine (2022)', 'United States International Relations', 'Defense and Military Forces', 'Diplomatic Service, Embassies and Consulates', 'House of Representatives', 'Senate', 'Ukraine', 'Russia', 'Wilson, Addison Graves Sr', 'Foreign Agents Registration Act', 'Foreign Aid', 'Organization for Security and Cooperation in Europe']",2024-02-26T05:01:09+0000,article,World
