abstract,lead_paragraph,headline,keywords,pub_date,document_type,section_name
"Peter Cichuniec and Jeremy Cooper were convicted of criminally negligent homicide, but the jury split on the assault charges, in an unusual prosecution of medical personnel.","Two Colorado paramedics were convicted of criminally negligent homicide in the 2019 death of Elijah McClain, a young unarmed Black man whose case drew national attention and forced public safety reforms in the city where he lived and died.","{'main': 'Paramedics Found Guilty in Last Trial in Elijah McClain Death', 'kicker': None, 'content_kicker': None, 'print_headline': 'Paramedics Found Guilty in Ketamine Overdose Death of Black Man in Colorado', 'name': None, 'seo': None, 'sub': None}","['McClain, Elijah (d 2019)', 'Emergency Medical Treatment', 'Colorado', 'Aurora (Colo)', 'Police Brutality, Misconduct and Shootings', 'Cichuniec, Peter', 'Cooper, Jeremy (Aurora, Colo, Paramedic)', 'Black Lives Matter Movement', 'Ketamine (Drug)', 'Decisions and Verdicts', 'Murders, Attempted Murders and Homicides']",2023-12-23T01:08:46+0000,article,U.S.
"After a week of heated negotiations, the U.N. Security Council approved a measure that called on Israel and Hamas to pause the fighting to allow for the delivery of more humanitarian aid.","The United Nations Security Council on Friday adopted a resolution that would allow more aid to reach desperate civilians in the Gaza Strip, ending nearly a week of intense diplomatic wrangling intended to prevent the United States from blocking the measure. But the resolution stopped short of past attempts to impose a cease-fire.","{'main': 'U.N. Passes Resolution on Gaza Aid but Does Not Call for ‘Suspension of Hostilities’', 'kicker': None, 'content_kicker': None, 'print_headline': 'Security Council Urges Deliveries Of Aid to Gazans', 'name': None, 'seo': None, 'sub': None}","['Israel-Gaza War (2023- )', 'Israel', 'Defense and Military Forces', 'Humanitarian Aid', 'Gaza Strip', 'Palestinians', 'Civilian Casualties', 'Hamas', 'Terrorism', 'Kidnapping and Hostages', 'Peace Process', 'Security Council (UN)', 'International Relations', 'United States International Relations']",2023-12-23T01:51:11+0000,article,World
"Will Nediger glides in with a slippery, imposing themeless puzzle.","SATURDAY PUZZLE — Take the diagonal steps of entries we have solved in recent puzzles, add triple stacks of blistering originality to the top and bottom and you’ve got this daunting challenge from Will Nediger, a veteran weekend constructor who can be counted on for just this type of thing.","{'main': 'Not What You’d Expect', 'kicker': 'Wordplay, The CROSSWORD COLUMN', 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","['Crossword Puzzles', 'Nediger, Will (Crossword Constructor)']",2023-12-23T03:00:09+0000,article,Crosswords & Games
"For couples looking to recreate a Hallmark Christmas movie setting, the Historic Hotel Bethlehem has become a popular destination for holiday nuptials.","In December, most wedding venues experience a slowdown. But at Historic Hotel Bethlehem, wedding season is in full swing.","{'main': 'In the ‘Christmas City,’ Yuletide Weddings Are the Main Event', 'kicker': None, 'content_kicker': None, 'print_headline': 'In This Town, Christmas Means Wedding Time', 'name': None, 'seo': None, 'sub': None}","['Weddings and Engagements', 'Christmas', 'Christmas Trees', 'Historic Buildings and Sites', 'Hotels and Travel Lodgings']",2023-12-23T05:00:32+0000,article,Style
Record numbers of legal immigrants came to Britain from outside the E.U. in recent years. Some on the right call that a “Brexit betrayal.”,"Inflammatory warnings from politicians. Knife-edge votes in Parliament. A looming election against a backdrop of national crisis. Britain’s ruling Conservative Party has been caught up in a clamorous debate over deporting asylum seekers to Rwanda, which has at times sounded like a not-so-distant echo of Brexit.","{'main': 'Brexiteers Vowed to ‘Take Back Control’ of U.K. Borders. What Happened?', 'kicker': None, 'content_kicker': None, 'print_headline': 'In a Shock to Brexiteers, Legal Immigration Has Exploded in the U.K.', 'name': None, 'seo': None, 'sub': None}","['Great Britain Withdrawal from EU (Brexit)', 'Politics and Government', 'Illegal Immigration', 'Asylum, Right of', 'Immigration and Emigration', 'Refugees and Displaced Persons']",2023-12-23T05:01:13+0000,article,World
The case was initially seen as an illustration of the city’s crime and homelessness woes. Further evidence challenged that narrative.,"A homeless man who beat a former San Francisco city official with a metal pipe was found not guilty of assault charges on Friday, capping a case that had drawn national attention as a symbol of the city’s crime and homelessness problems until a public defender unearthed a surprising back story.","{'main': 'Jurors Find San Francisco Homeless Man Not Guilty in Pipe Beating', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","['Homeless Persons', 'Assaults', 'Self-Defense', 'San Francisco (Calif)']",2023-12-23T05:48:00+0000,article,U.S.
"Quotation of the Day for Saturday, December 23, 2023.",“What is it that’s happening specifically in the dark?”,"{'main': 'Quotation of the Day: On U.S. Roads, Dark Is Deadly. That’s a Puzzle.', 'kicker': None, 'content_kicker': None, 'print_headline': 'Quote of the Day', 'name': None, 'seo': None, 'sub': None}",[],2023-12-23T05:54:15+0000,article,Corrections
"Corrections that appeared in print on Saturday, Dec. 23, 2023.","A photo caption with an article on Friday about Claudine Gay’s tenure as Harvard president misstated the organization that hosted the event at which Dr. Gay spoke. She spoke at a Sabbath dinner hosted by Harvard Chabad, not Harvard Hillel (though she also appeared at another event hosted by Harvard Hillel).","{'main': 'Corrections: Dec. 23, 2023', 'kicker': None, 'content_kicker': None, 'print_headline': 'Corrections', 'name': None, 'seo': None, 'sub': None}",[],2023-12-23T05:57:10+0000,article,Corrections
In case you need some puzzle help.,"Welcome to The Wordle Review. Be warned: This page contains spoilers for today’s puzzle. Solve Wordle first, or scroll at your own risk.","{'main': 'Today’s Wordle Review', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}",['Wordle (Puzzle)'],2023-12-23T08:00:02+0000,article,Crosswords & Games
Feeling stuck on today’s puzzle? We can help.,"Hi busy bees! Welcome to today’s Spelling Bee forum. There are a number of terms that appear in both this article and other online discussions of the Spelling Bee; a glossary of those terms compiled by Monicat, a Times reader, can be found below.","{'main': 'Spelling Bee Forum', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}",['Spelling Bee (Game)'],2023-12-23T08:00:08+0000,article,Crosswords & Games
