abstract,lead_paragraph,headline,keywords,pub_date,document_type,section_name
The former president cited comments by the Russian leader to argue the 91 felony charges he is facing undermine the United States’ claim to be the world leader on democracy.,"Former President Donald J. Trump on Saturday invoked Vladimir V. Putin to support his case that the four criminal indictments he is facing are political payback, quoting the Russian president saying that the charges undercut the argument that the United States is an example of democracy for the world.","{'main': 'Trump, Quoting Putin, Declares Indictments ‘Politically Motivated Persecution’', 'kicker': None, 'content_kicker': None, 'print_headline': 'Echoing Putin, Trump Calls His Four Indictments ‘Politically Motivated’', 'name': None, 'seo': None, 'sub': None}","['Trump, Donald J', 'New York State Criminal Case Against Trump (71543-23)', 'Georgia Criminal Case Against Trump (2020 Election)', 'Federal Criminal Case Against Trump (2020 Election Case)', 'Federal Criminal Case Against Trump (Documents Case)', 'New Hampshire', 'Presidential Election of 2024', 'Putin, Vladimir V', 'Russia', 'Russian Interference in 2016 US Elections and Ties to Trump Associates', 'United States Politics and Government', 'Biden, Joseph R Jr']",2023-12-17T00:04:11+0000,article,U.S.
"The vessel set off with 86 people on board, the International Organization for Migration in Libya said, and women and children were among those who died in the shipwreck.","More than 60 migrants drowned in a shipwreck off Libya, an international migrant agency said on Saturday, another chapter in the unrelenting toll in the Mediterranean Sea as people in Africa flee famine, conflict and other upheavals for distant shores.","{'main': 'At Least 61 Migrants Drown Off Libya, Agency Says', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","['Drownings', 'Maritime Accidents and Safety', 'Middle East and Africa Migrant Crisis', 'Libya', 'International Organization for Migration', 'Europe']",2023-12-17T00:35:06+0000,article,World
"The nation has long been lauded for trying to do right by its Indigenous people, but a new government may force a reckoning of Māori affairs.","It is a rarity among nations that were once colonized: a country that widely uses its Indigenous language, where a treaty with its first peoples is mostly honored and where Indigenous people have permanent representation in the halls of power.","{'main': 'In Rightward Shift, New Zealand Reconsiders Pro-Maori Policies', 'kicker': None, 'content_kicker': None, 'print_headline': 'Drifting Right, New Zealand May Abandon Pro-Maori Policies', 'name': None, 'seo': None, 'sub': None}","['Politics and Government', 'Indigenous People', 'Maori', 'Treaties', 'New Zealand', 'Luxon, Christopher', 'Seymour, David Breen', 'Peters, Winston (1945- )']",2023-12-17T02:06:51+0000,article,World
There were reports of power outages and damage across Argentina’s capital as it was swept by the storm that earlier had a deadly impact on the port city of Bahía Blanca.,"A storm that has already killed at least 13 people in Argentina was making its way through Buenos Aires on Sunday morning, drenching the city and bringing heavy winds that led to reports of power outages and damage across the capital.","{'main': 'Storm Hits Buenos Aires After Killing at Least 13', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","['ARGENTINA', 'Tornadoes', 'Weather', 'Ships and Shipping']",2023-12-17T03:38:19+0000,article,World
He produced soaring installations of public art over a career that he said was shaped by attending the funeral of Emmett Till.,"Richard Hunt, a prolific sculptor whose towering metalwork became a mainstay of American public art, and whose 70-year career drew the attention of presidents from Lyndon B. Johnson to Barack Obama, died on Saturday at his home in Chicago. He was 88.","{'main': 'Richard Hunt, Sculptor Who Transformed Public Spaces, Dies at 88', 'kicker': None, 'content_kicker': None, 'print_headline': 'Richard Hunt, Whose Soaring Sculptures Embody Freedom, Dies at 88', 'name': None, 'seo': None, 'sub': None}","['Hunt, Richard (1935-2023)', 'Deaths (Obituaries)', 'Art', 'Sculpture', 'Chicago (Ill)', 'ART INSTITUTE OF CHICAGO', 'Midway Airport (Chicago, Ill)', 'Museum of Modern Art', 'National Museum of African American History and Culture']",2023-12-17T03:52:51+0000,article,U.S.
"Mr. Roe, who helped lead Never Back Down, the super PAC behind the Florida governor’s presidential campaign, resigned Saturday, the latest shake-up in the group.","Jeff Roe, the chief strategist for the leading super PAC supporting Gov. Ron DeSantis’s presidential bid, resigned on Saturday night, the latest and perhaps most significant departure from the group, which has been consumed by turmoil in recent weeks.","{'main': 'Jeff Roe, Top Strategist for Star-Crossed DeSantis Super PAC, Resigns', 'kicker': None, 'content_kicker': None, 'print_headline': 'Top Strategist Quits DeSantis Super PAC', 'name': None, 'seo': None, 'sub': None}","['Never Back Down Inc', 'Roe, Jeffrey B (1970- )', 'DeSantis, Ron', 'Presidential Election of 2024', 'Campaign Finance', 'Political Action Committees', 'United States Politics and Government']",2023-12-17T04:14:22+0000,article,U.S.
"Corrections that appeared in print on Sunday, Dec. 17, 2023.","An article on Page 6 this weekend about a company trying to make the dance world more inclusive for plus-size dancers misidentifies the part of the Ailey organization where Akira Armstrong’s company, Pretty Big Movement, leads training workshops. It is Ailey Extension, not the Ailey School.","{'main': 'Corrections: Dec. 17, 2023', 'kicker': None, 'content_kicker': None, 'print_headline': 'Corrections', 'name': None, 'seo': None, 'sub': None}",[],2023-12-17T04:52:07+0000,article,Corrections
"Quotation of the Day for Sunday, November 17, 2023.",“It is a buyout from death.”,"{'main': 'Quotation of the Day: ‘People Snatchers’ for Ukraine Use Harsh Tactics to Fill Ranks', 'kicker': None, 'content_kicker': None, 'print_headline': 'Quote of the Day', 'name': None, 'seo': None, 'sub': None}",[],2023-12-17T04:57:47+0000,article,Corrections
Answer grids for 2023 Puzzle Mania,Answer grids for 2023 Puzzle Mania,"{'main': 'Puzzle Mania 2023 Answer Key', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}",[],2023-12-17T07:18:30+0000,multimedia,U.S.
"Enter either contest for a chance to win $1,000.",FIRST PRIZE,"{'main': 'Puzzle Mania 2023 Contest Rules', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","['Crossword Puzzles', 'Contests and Prizes']",2023-12-17T07:23:34+0000,article,Crosswords & Games
