abstract,lead_paragraph,headline,keywords,pub_date,document_type,section_name
He was perhaps best known for playing a gangster-turned-police officer on daytime TV. He was also a voice on the video game “Call of Duty.”,"Kamar de los Reyes, an actor best known for playing the police officer Antonio Vega on the soap opera “One Life to Live” and for voicing the villain Raul Menendez in the video game franchise “Call of Duty,” died on Sunday in Los Angeles. He was 56.","{'main': 'Kamar de los Reyes, ‘One Life to Live’ Actor, Dies at 56', 'kicker': None, 'content_kicker': None, 'print_headline': 'Kamar de los Reyes, 56; Played Officer on ‘One Life to Live’', 'name': None, 'seo': None, 'sub': None}","['de los Reyes, Kamar (1967-2023)', 'One Life to Live (TV Program)', 'Call of Duty (Video Game)', 'Actors and Actresses', 'Deaths (Obituaries)']",2023-12-26T01:39:34+0000,article,Arts
Neil Shook makes his New York Times debut.,Jump to: Today’s Theme | Tricky Clues,"{'main': 'Dental Concern', 'kicker': 'wordplay, the crossword column', 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","['Crossword Puzzles', 'Games']",2023-12-26T03:00:08+0000,article,Crosswords & Games
"The strikes followed an attack hours earlier by members of Kataib Hezbollah and affiliated groups on Erbil air base in Iraq that injured three U.S. service members, officials said, one critically.","The United States conducted a new round of airstrikes early on Tuesday in Iraq, most likely killing militants and destroying three facilities used by Iranian proxies that had been targeting American and coalition troops, U.S. officials said.","{'main': 'U.S. Strikes Iran-Backed Groups in Iraq After Attack on Base Injures 3 Americans', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","['Drones (Pilotless Planes)', 'United States Defense and Military Forces', 'Deaths (Fatalities)', 'United States Politics and Government', 'Defense Department', 'Kataib Hezbollah', 'Austin, Lloyd J III', 'Biden, Joseph R Jr', 'Erbil (Iraq)', 'Iran']",2023-12-26T03:33:49+0000,article,U.S.
"Corrections that appeared in print on Tuesday, Dec. 26, 2023.","An article on Friday about United States diplomacy in the Middle East misstated the voting record of two U.S. allies on the war in Gaza. Canada and Australia both support calls for a cease-fire, but are not members of the U.N. Security Council and therefore did not vote on a measure calling for additional humanitarian aid to Gaza.","{'main': 'Corrections: Dec. 26, 2023', 'kicker': None, 'content_kicker': None, 'print_headline': 'Corrections', 'name': None, 'seo': None, 'sub': None}",[],2023-12-26T03:41:05+0000,article,Corrections
"Quotation of the Day for Tuesday, December 26, 2023.",“You’re bending steel. You’re Superman for the day.”,"{'main': 'Quotation of the Day: Hobbyist Are Drawn by Hammer and Fire', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}",[],2023-12-26T03:49:11+0000,article,Corrections
Hamas’s brutal raid and taking of hostages has left Israelis deeply traumatized and is expected to reshape the country for years to come.,"The Oct. 7 attack on Israel has prompted soul-searching on the Israeli left, undermining faith in a shared future with Palestinians. It has created a crisis of confidence on the Israeli right, sapping support for Prime Minister Benjamin Netanyahu. It has drawn ultra-Orthodox Jews, often ambivalent about their relationship to the Israeli state, closer to the mainstream.","{'main': 'As World’s Gaze Shifts to Gaza, Israel’s Psyche Remains Defined by Oct. 7 Attack', 'kicker': None, 'content_kicker': None, 'print_headline': 'Oct. 7 Is Forcing Israelis  To Rethink Their Identity', 'name': None, 'seo': None, 'sub': None}","['Israel-Gaza War (2023- )', 'Politics and Government', 'Terrorism', 'Palestinians', 'Jews and Judaism', 'Orthodox Judaism', 'Polls and Public Opinion', 'Hamas', 'Likud Party (Israel)', 'Netanyahu, Benjamin', 'Israel', 'Gaza Strip']",2023-12-26T05:02:25+0000,article,World
Benjamin Netanyahu’s vow to continue the war in Gaza.,"Prime Minister Benjamin Netanyahu visited Israeli troops fighting in the Gaza Strip yesterday, his second known trip to the territory since the war began. His visit came hours after Gazan health officials reported that a devastating overnight strike on a crowded neighborhood had killed dozens.","{'main': 'Tuesday Briefing', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","['Israel-Gaza War (2023- )', 'Politics and Government', 'Netanyahu, Benjamin', 'Israel', 'Gaza Strip']",2023-12-26T05:16:11+0000,article,World
"Anophthalmus hitleri is a small, amber-colored beetle native to a few damp caves in Slovenia. It has one glaring problem.","Since the end of World War II, no scientific animal name has caused more of a stink than has Anophthalmus hitleri, a designation that describes a rare, amber-colored carabid beetle that dwells in a few damp caves in central Slovenia.","{'main': 'What to Do With a Bug Named Hitler?', 'kicker': None, 'content_kicker': None, 'print_headline': 'The Tiny Hitler Bug Carries a Monstrous Weight', 'name': None, 'seo': None, 'sub': None}","['Insects', 'Names, Personal', 'Holocaust and the Nazi Era', 'Animals', 'Endangered and Extinct Species', 'Wildlife Trade and Poaching', 'Caves and Caverns', 'Collectors and Collections', 'American Ornithological Society', 'Berenbaum, May R', 'Hitler, Adolf', 'Linnaeus, Carl', 'Slovenia', 'Yugoslavia', 'your-feed-science', 'your-feed-animals']",2023-12-26T06:00:20+0000,article,Science
"In a traumatized nation, the library has had to rethink its role and adapt its programming.","Before Oct. 7, Hana Cooper downloaded everything from daily news reports to rabbinic blog posts, saving them for posterity in the Israeli National Library’s archive of the Israeli internet and the broader Jewish online world.","{'main': 'Israel’s National Library Reopens After Delay Caused by Hamas Attacks', 'kicker': None, 'content_kicker': None, 'print_headline': 'Library Helps Israelis  Endure Time of Trauma', 'name': None, 'seo': None, 'sub': None}","['Libraries and Librarians', 'Israel', 'Terrorism', 'Israel-Gaza War (2023- )']",2023-12-26T06:15:41+0000,article,World
In case you need some puzzle help.,"Welcome to The Wordle Review. Be warned: This page contains spoilers for today’s puzzle. Solve Wordle first, or scroll at your own risk.","{'main': 'Today’s Wordle Review', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}",['Wordle (Puzzle)'],2023-12-26T08:00:02+0000,article,Crosswords & Games
