abstract,lead_paragraph,headline,keywords,pub_date,document_type,section_name
"A master of the French horn, a rarity in jazz, he toured the world with the pianist Dwike Mitchell and taught music at Yale.","Willie Ruff, who fashioned an unlikely career in jazz as a French horn player and toured the world as a musical missionary in the acclaimed Mitchell-Ruff Duo while maintaining a parallel career at the Yale School of Music, died on Sunday at his home in Killen, Ala. He was 92.","{'main': 'Willie Ruff, Jazz Missionary and Professor, Dies at 92', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","['Ruff, Willie', 'Deaths (Obituaries)', 'Jazz', 'Mitchell, Dwike (1930-2013)', 'Yale School of Music', 'Hampton, Lionel']",2023-12-30T00:27:01+0000,article,Arts
"The cases in Colorado, Maine and other states are requiring former President Donald J. Trump to devote resources already spread thin across four criminal indictments.","Former President Donald J. Trump’s advisers are preparing as soon as Tuesday to file challenges to decisions in Colorado and Maine to disqualify Mr. Trump from the Republican primary ballot because of the Jan. 6, 2021, attack on the Capitol, according to a person familiar with the matter.","{'main': 'Trump’s Team Prepares to File Challenges on Ballot Decisions Soon', 'kicker': None, 'content_kicker': None, 'print_headline': 'Trump’s Team Is Preparing Challenges to Ballot Moves', 'name': None, 'seo': None, 'sub': None}","['Presidential Election of 2024', 'Primaries and Caucuses', 'Fourteenth Amendment (US Constitution)', 'States (US)', 'Storming of the US Capitol (Jan, 2021)', 'Trump, Donald J', 'Bellows, Shenna', 'Maine', 'Colorado', 'California', 'Oregon', 'Wisconsin', 'Democratic Party', 'Republican Party']",2023-12-30T00:57:45+0000,article,U.S.
"Ohio’s governor reminds Republicans that they’re supposed to support parents’ rights, even if their children are trans.","As 2023 slouches to an ignominious end, some news came Friday that gave me an unexpected jolt of hope. I have spent much of the year watching with horror and trying to document an unrelenting legal assault on queer and trans people. Around 20 states have passed laws restricting access to gender-affirming care for trans and nonbinary people, and several have barred transgender and nonbinary people from using bathrooms that align with their gender identity.","{'main': 'A Midwestern Republican Stands Up for Trans Rights', 'kicker': 'Lydia Polgreen', 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","['Homosexuality and Bisexuality', 'State Legislatures', 'Discrimination', 'Transgender', 'Teenagers and Adolescence', 'DeWine, Mike', 'Ohio', 'Republican Party', 'Medicine and Health', 'Athletics and Sports', 'Parenting', 'Right-Wing Extremism and Alt-Right', 'United States Politics and Government', 'Elections', 'Law and Legislation', 'Fourteenth Amendment (US Constitution)', 'Supreme Court (US)', 'Roe v Wade (Supreme Court Decision)', 'Families and Family Life', 'Conservatism (US Politics)', 'Democracy (Theory and Philosophy)', 'Presidential Election of 2016', 'Presidential Election of 2024']",2023-12-30T01:20:24+0000,article,Opinion
Can you sort 8 historical events?,Can you sort 8 historical events?,"{'main': 'Flashback: Your Weekly History Quiz, December 31, 2023', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","['internal-paywall-exempt', 'Content Type: Quiz']",2023-12-30T02:14:24+0000,multimedia,The Upshot
Simeon Seigel breaks some rules in the final Saturday puzzle of 2023.,"SATURDAY PUZZLE — What did Simeon Seigel do to us here in his debut Saturday construction? Maybe it’s no coincidence that he has mainly specialized in Thursday grids. This puzzle includes eight unchecked squares, typically a crossword no-no. Each of them sports a circle, which indicates some sort of theme, which is typically a Saturday no-no. Oh, and every black square in the entire grid is disconnected from every other black square, even on the diagonal, which is typically, well … considered impossible? Rarer than rare, perhaps.","{'main': 'Twists Can Thicken It', 'kicker': 'Wordplay, The CROSSWORD COLUMN', 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","['Crossword Puzzles', 'New Year', 'Seigel, Simeon (Crossword Constructor)']",2023-12-30T03:00:09+0000,article,Crosswords & Games
"Quotation of the Day for Saturday, December 30, 2023.",“Our aquifer is slowly depleting every year. It’s going away.”,"{'main': 'Quotation of the Day: America’s Diet Is Feeding a Groundwater Crisis', 'kicker': None, 'content_kicker': None, 'print_headline': 'Quote of the Day', 'name': None, 'seo': None, 'sub': None}",[],2023-12-30T05:00:00+0000,article,Corrections
"Corrections that appeared in print on Saturday, Dec. 30, 2023.",An article on Monday about the Ukrainian Orthodox Church’s decision to move Christmas to Dec. 25 referred incorrectly to the Eastern Orthodox Church in Finland. The church there does not use the Julian calendar.,"{'main': 'Corrections: Dec. 30, 2023', 'kicker': None, 'content_kicker': None, 'print_headline': 'Corrections', 'name': None, 'seo': None, 'sub': None}",[],2023-12-30T05:00:01+0000,article,Corrections
"In the groves of the Philippine island of Mindanao, people living in rural areas struggle to feed themselves in the same way as their ancestors.","Like most of the those working in the coconut groves that fill out the northern lip of the Philippine island of Mindanao, Diego G. Limbaro has never imagined another life. His father pulled himself up the skinny tree trunks of the surrounding plantations, wielding a machete to detach coconuts. So did his father’s father.","{'main': 'Workers on a Philippines Coconut Farm: Born Poor, Staying Poor', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","['Rural Areas', 'Coconuts', 'Prices (Fares, Fees and Rates)', 'Agriculture and Farming', 'Philippines', 'Mindanao (Philippines)']",2023-12-30T05:01:27+0000,article,Business Day
"A Times investigation found that troops were disorganized, out of position and relied on social media to choose targets. Behind the failure: Israel had no battle plan for a massive Hamas invasion.","Far beneath the Israeli military headquarters in Tel Aviv, in a bunker known as The Pit, commanders were trying to make sense of reports of Hamas rocket fire in southern Israel early on the morning of Oct. 7, when the call came in.","{'main': 'Where Was the Israeli Military?', 'kicker': None, 'content_kicker': None, 'print_headline': 'On All Fronts, Israeli Military Failed on Oct. 7', 'name': None, 'seo': None, 'sub': None}","['Israel-Gaza War (2023- )', 'Israel', 'Defense and Military Forces', 'Espionage and Intelligence Services', 'Jews and Judaism', 'Civilian Casualties', 'Gaza Strip', 'Hamas', 'Terrorism', 'Palestinians', 'Politics and Government', 'Netanyahu, Benjamin']",2023-12-30T05:01:43+0000,article,World
"A festive pop-up restaurant is the latest crowd-pleasing stunt from Greggs, a mass-market bakery that is riding out Britain’s cost-of-living crisis with gusto.","To most of this bakery’s millions of devotees, the idea that its “Steak Bake” could be “lifted” lies somewhere between folly and heresy. It brings diced beef, gravy and crisp puff pastry together in perfect harmony. It cannot be improved, or ameliorated, or heightened. It has already attained its highest form.","{'main': 'How a Super Affordable Bakery Chain Became a British Culinary Icon', 'kicker': None, 'content_kicker': None, 'print_headline': 'Perfecting Fast Food, With Tongue in Cheek', 'name': None, 'seo': None, 'sub': None}","['Bakeries and Baked Products', 'Cooking and Cookbooks', 'Shopping and Retail', 'Restaurants', 'England', 'Great Britain', 'Newcastle-on-Tyne (England)', 'Greggs PLC']",2023-12-30T05:01:54+0000,article,World
"Decades after independence, the Philippines lacks the kind of factory economy that has lifted up other Asian nations, tying millions to farm work.","Rodino Sawan stepped into the wire harness and dug his toes into the muddy track that threads the sweltering plantation. He pushed forward, straining against the cargo trailing behind him: 25 bunches of freshly harvested bananas strung from hooks attached to an assembly line.","{'main': '‘There’s No Other Job’: The Colonial Roots of Philippine Poverty', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","['Income Inequality', 'Factories and Manufacturing', 'Labor and Jobs', 'Agriculture and Farming', 'International Trade and World Market', 'Colonization', 'United States International Relations', 'Economic Conditions and Trends', 'Philippines', 'Far East, South and Southeast Asia and Pacific Areas', 'Manila (Philippines)', 'Mindanao (Philippines)', 'vis-photo']",2023-12-30T05:01:55+0000,article,Business Day
"The Upshot staff shares a selection of their favorite charts, documents, queries and calculations from the past year.","The Upshot staff shares a selection of their favorite charts, documents, queries and calculations from the past year.","{'main': '10 Data Points and Documents That Made Us 🤔 in 2023', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","['Two Thousand Twenty Three', 'Statistics', 'Social Conditions and Trends', 'United States']",2023-12-30T05:05:46+0000,multimedia,The Upshot
Detailed tables and scenarios explain every team’s paths to the playoffs.,Detailed tables and scenarios explain every team’s paths to the playoffs.,"{'main': 'Week 17 N.F.L. Playoff Picture: A Team-by-Team Guide', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","['Football', 'Playoff Games', 'Super Bowl']",2023-12-30T05:08:59+0000,multimedia,The Upshot
In case you need some puzzle help.,"Welcome to The Wordle Review. Be warned: This page contains spoilers for today’s puzzle. Solve Wordle first, or scroll at your own risk.","{'main': 'Today’s Wordle Review', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}",['Wordle (Puzzle)'],2023-12-30T08:00:02+0000,article,Crosswords & Games
Feeling stuck on today’s puzzle? We can help.,"Hi busy bees! Welcome to today’s Spelling Bee forum. There are a number of terms that appear in both this article and other online discussions of the Spelling Bee; a glossary of those terms compiled by Monicat, a Times reader, can be found below.","{'main': 'Spelling Bee Forum', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}",['Spelling Bee (Game)'],2023-12-30T08:00:04+0000,article,Crosswords & Games
In case you need some puzzle help.,"Good morning, dear connectors. Welcome to today’s Connections forum, where you can give and receive puzzle — and emotional — support.","{'main': 'The Connections Companion', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","['Crossword Puzzles', 'Connections (Game)']",2023-12-30T08:00:07+0000,article,Crosswords & Games
