abstract,lead_paragraph,headline,keywords,pub_date,document_type,section_name
"Her 60-year career in film, television and theater “marked an entire era” and made her one of Mexico’s most acclaimed actresses.","Ana Ofelia Murguía, one of Mexico’s most acclaimed actresses, whose voice acting as Mama Coco in the animated movie “Coco” brought her international recognition, died on Sunday. She was 90.","{'main': 'Ana Ofelia Murguía, Mexican Actress and Voice in ‘Coco,’ Dies at 90', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","['Deaths (Obituaries)', 'Actors and Actresses', 'Movies', 'Theater', 'Television', 'Murguia, Ana Ofelia (1933-2023)', 'Mexico', 'Coco (Movie)']",2024-01-02T01:03:58+0000,article,Movies
Today’s challenge is playful but has serious benefits.,"This is Day 2 of the 6-Day Energy Challenge. To start at the beginning, click here.","{'main': 'Day 2: Move for 3 Minutes to Refresh Your Mind', 'kicker': 'the 6-day energy challenge', 'content_kicker': None, 'print_headline': 'Here to Help; The Energy Challenge, Day 2: to Refresh Your Mind, Move', 'name': None, 'seo': None, 'sub': None}","['Content Type: Service', 'Exercise']",2024-01-02T02:05:48+0000,article,Well
"Lee Jae-myung, the Democratic Party head, was attacked by a 66-year-old man in the city of Busan, the police said. Mr. Lee is now recovering from surgery.","Lee Jae-myung, the leader of South Korea’s main opposition party, was stabbed in the neck on Tuesday morning by a man who approached him asking for his autograph, the police said.","{'main': 'South Korean Opposition Leader Is Stabbed', 'kicker': None, 'content_kicker': None, 'print_headline': 'Opposition Leader Survives Knife Attack in South Korea', 'name': None, 'seo': None, 'sub': None}","['Assaults', 'Politics and Government', 'Lee Jae-myung', 'Busan (South Korea)', 'South Korea', 'Assassinations and Attempted Assassinations']",2024-01-02T02:09:23+0000,article,World
Jeffrey Martinovic’s crossword cancels itself out.,Jump to: Today’s Theme | Tricky Clues,"{'main': 'Means of Support', 'kicker': 'wordplay, the crossword column', 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","['Crossword Puzzles', 'Games']",2024-01-02T03:00:09+0000,article,Crosswords & Games
"Firefighters responded to the fire at a two-story home in the northern part of the New York City borough, the authorities said.","A 6-year-old girl died in a house fire on Staten Island on Monday evening, the authorities said.","{'main': '6-Year-Old Dies in Staten Island House Fire', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","['Fires and Firefighters', 'Deaths (Fatalities)', 'Children and Childhood', 'Police', 'Fire Department (NYC)', 'Staten Island (NYC)']",2024-01-02T03:43:44+0000,article,New York
Shenna Bellows is the latest politician to fall victim to a hoax emergency call meant to provoke an armed police response.,"Maine’s secretary of state was the victim of a “swatting” call to her home, the authorities said, the latest politician to be targeted in recent weeks by people reporting fake crimes to the police, hoping to provoke heavily armed responses.","{'main': 'Maine Secretary of State Targeted by ‘Swatting’ After Trump Ballot Decision', 'kicker': None, 'content_kicker': None, 'print_headline': '‘Swatting’ Of Official Who Drew Trump’s Ire', 'name': None, 'seo': None, 'sub': None}","['Swatting (Crime)', 'Bellows, Shenna', 'Trump, Donald J', 'Presidential Election of 2024', 'Maine', 'Storming of the US Capitol (Jan, 2021)', 'Primaries and Caucuses', 'Republican Party']",2024-01-02T03:52:13+0000,article,U.S.
"Long-term investment in India by businesses is stagnant, and foreign money is falling, even as the government is driving growth with infrastructure spending.","India’s economy is booming. Stock prices are through the roof, among the best performing in the world. The government’s investment in airports, bridges and roads, and clean-energy infrastructure is visible almost everywhere. India’s total output, or gross domestic product, is expected to increase 6 percent this year — faster than the United States or China.","{'main': 'India Is Chasing China’s Economy. But Something Is Holding It Back.', 'kicker': None, 'content_kicker': None, 'print_headline': 'Chasing China, India Finds Itself Lagging', 'name': None, 'seo': None, 'sub': None}","['India', 'Economic Conditions and Trends', 'Politics and Government', 'Modi, Narendra', 'Infrastructure (Public Works)', 'Stocks and Bonds', 'Foreign Investments', 'Supply Chain', 'Prices (Fares, Fees and Rates)', 'International Relations', 'International Trade and World Market', 'Developing Countries', 'China']",2024-01-02T05:01:27+0000,article,Business Day
"The power grid can’t keep up with demand for connections, and local planning authorities can block new construction for years. Overcoming these roadblocks has gained essential support.","In the countryside of Cambridgeshire, a British semiconductor start-up was ready to expand beyond its lab and open a manufacturing base. But the company’s ambitions came with unexpected costs to bring enough electricity to the new site. The potential bill? One million pounds.","{'main': 'Britain’s Economy Is ‘Not Working.’ Here Are 2 Key Reasons.', 'kicker': None, 'content_kicker': None, 'print_headline': 'Britain’s Economy Is Sputtering', 'name': None, 'seo': None, 'sub': None}","['Great Britain', 'Economic Conditions and Trends', 'Politics and Government', 'Infrastructure (Public Works)', 'Electric Light and Power', 'Alternative and Renewable Energy', 'Area Planning and Renewal']",2024-01-02T05:01:28+0000,article,Business Day
A landmark court ruling in Israel.,"In a momentous 8-to-7 ruling that could ignite a constitutional crisis, Israel’s Supreme Court struck down a law passed by Prime Minister Benjamin Netanyahu’s right-wing government in July to limit the court’s own powers. The law would have barred judges from overruling decisions made by government ministers. Read the latest news.","{'main': 'Tuesday Briefing', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}",[],2024-01-02T05:13:05+0000,article,Briefing
"No corrections appeared in print on Monday, Jan. 1, 2024.","Errors are corrected during the press run whenever possible, so some errors noted here may not have appeared in all editions.","{'main': 'No Corrections: Jan. 1, 2024', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}",[],2024-01-02T06:42:48+0000,article,Corrections
