abstract,lead_paragraph,headline,keywords,pub_date,document_type,section_name
"She was on the band’s first two albums, but she was dismissed in 1995. She died in a car crash in Texas on Friday.","Laura Lynch, a founding member of the country music group the Dixie Chicks, died on Friday in a car crash in Texas. She was 65.","{'main': 'Laura Lynch, a Founder of the Dixie Chicks, Dies at 65', 'kicker': None, 'content_kicker': None, 'print_headline': 'Laura Lynch, 65, Bassist Who Co-Founded Dixie Chicks', 'name': None, 'seo': None, 'sub': None}","['Lynch, Laura (d 2023)', 'Deaths (Obituaries)', 'Country Music', 'Dixie Chicks (Music Group)', 'Chicks, The (Music Group)']",2023-12-24T03:54:48+0000,article,Arts
"The court filing was the latest development in a battle between Mr. Trump and the special counsel, Jack Smith, over whether the former president can be prosecuted for his actions while in office.","Lawyers for former President Donald J. Trump asked an appeals court in Washington on Saturday night to toss a federal indictment accusing him of plotting to overturn the 2020 election, arguing that he was immune to the charges because they arose from actions he had taken while he was in the White House.","{'main': 'Trump Asks Appeals Court to Toss Election Case on Immunity Grounds', 'kicker': None, 'content_kicker': None, 'print_headline': 'Trump Asks Appeals Court to Toss Election Case on Immunity Grounds', 'name': None, 'seo': None, 'sub': None}","['Immunity from Prosecution', 'Federal Criminal Case Against Trump (2020 Election Case)', 'Appeals Courts (US)', 'Special Prosecutors (Independent Counsel)', 'Chutkan, Tanya S', 'Smith, Jack (Attorney)', 'Trump, Donald J', 'United States Politics and Government']",2023-12-24T04:43:26+0000,article,U.S.
An Australian high court allowed the release of dozens of detained people who are now subject to curfews and monitored by the government with ankle bracelets.,"When Gus Kuster finished a one-year prison sentence in Australia, he anticipated rebuilding his life there, in the only country he has ever known. Instead, as a noncitizen and stateless person, he spent the following five years being shuttled between grim immigration detention centers, with seemingly no release date in sight.","{'main': 'Freed From Never-Ending Detention, They Ended Up in Another Limbo', 'kicker': None, 'content_kicker': None, 'print_headline': 'Detainees in Australia Are Freed to Purgatory', 'name': None, 'seo': None, 'sub': None}","['Australia', 'Immigration Detention', 'Ex-Convicts', 'Asylum, Right of', 'Refugees and Displaced Persons', 'Politics and Government', 'Curfews', 'Surveillance of Citizens by Government']",2023-12-24T05:01:14+0000,article,World
"Quotation of the Day for Monday, December 25, 2023.","“In this time of turmoil and global unrest, it’s kind of fun to think about deviled eggs.”","{'main': 'Quotation of the Day: Grits, Gossip and Grammar. Rules of South Are Explained.', 'kicker': None, 'content_kicker': None, 'print_headline': 'Quote of the Day', 'name': None, 'seo': None, 'sub': None}",[],2023-12-24T05:27:55+0000,article,Corrections
"Corrections that appeared in print on Sunday, Dec. 24, 2023.","An article last Sunday about Disney as the company turns 100 misidentified one of the books published by Hyperion. It is “Growing Up Gay,” not “Heather Has Two Mommies.”","{'main': 'Corrections: Dec. 24, 2023', 'kicker': None, 'content_kicker': None, 'print_headline': 'Corrections', 'name': None, 'seo': None, 'sub': None}",[],2023-12-24T05:33:46+0000,article,Corrections
Feeling stuck on today’s puzzle? We can help.,"Hi busy bees! Welcome to today’s Spelling Bee forum. There are a number of terms that appear in both this article and other online discussions of the Spelling Bee; a glossary of those terms compiled by Monicat, a Times reader, can be found below.","{'main': 'Spelling Bee Forum', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}",['Spelling Bee (Game)'],2023-12-24T08:00:09+0000,article,Crosswords & Games
The Metropolitan Diary’s illustrator reflects on a year of art and superstition.,"There is a Chinese superstition that the year of your zodiac animal is unlucky. I’m Korean, but the belief was something I grew up with.","{'main': '‘A Lot Happened to Rock My Normally Steady Life’', 'kicker': None, 'content_kicker': None, 'print_headline': 'A Weekly Routine Steadies a Hare', 'name': None, 'seo': None, 'sub': None}","['Superstitions', 'Art']",2023-12-24T08:00:15+0000,article,New York
In case you need some puzzle help.,"Welcome to The Wordle Review. Be warned: This page contains spoilers for today’s puzzle. Solve Wordle first, or scroll at your own risk.","{'main': 'Today’s Wordle Review', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}",['Wordle (Puzzle)'],2023-12-24T08:00:15+0000,article,Crosswords & Games
"Inspired by the third annual Best of Metropolitan Diary contest, the column’s editor offers a memorable New York City anecdote of his own.",Dear Diary:,"{'main': '‘I Hadn’t Gone Far When I Had to Flop Down in the Grass’', 'kicker': None, 'content_kicker': None, 'print_headline': 'Fort Tryon Park', 'name': None, 'seo': None, 'sub': None}","['New York City', 'Fort Tryon Park (Manhattan, NY)']",2023-12-24T08:00:15+0000,article,New York
In case you need some puzzle help.,"Good morning, dear connectors. Welcome to today’s Connections forum, where you can give and receive puzzle — and emotional — support.","{'main': 'The Connections Companion', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","['Crossword Puzzles', 'Connections (Game)']",2023-12-24T08:00:21+0000,article,Crosswords & Games
"Long the epitome of holiday luxury in America, the cut’s place on the table has changed with tastes — and the economy.","On a biting December evening, the St. Clair Supper Club in Chicago’s West Loop neighborhood offered an escape out of the weather — and into America’s culinary past.","{'main': 'The Rise and Fall of Prime-Rib Nation', 'kicker': None, 'content_kicker': None, 'print_headline': 'Prime Rib, a Culinary Luxury of the Past, Is Still What’s for Holiday Dinner', 'name': None, 'seo': None, 'sub': None}","['Beef', 'Christmas', 'Restaurants', 'Grill, The (Manhattan, NY, Restaurant)']",2023-12-24T08:00:38+0000,article,Food
The stakes for Russia in the presidential vote are large. Other adversaries also might try to deepen divisions among American voters.,"The U.S. government is preparing for its adversaries to intensify efforts to influence American voters next year. Russia has huge stakes in the presidential election. China seems poised to back a more aggressive campaign. Other countries, like Iran, might again try to sow division in the United States.","{'main': 'How Russian and Chinese Interference Could Affect the 2024 Election', 'kicker': None, 'content_kicker': None, 'print_headline': 'Influence Russia and China Might Have on ’24 Election', 'name': None, 'seo': None, 'sub': None}","['Presidential Election of 2024', 'United States International Relations', 'Cyberwarfare and Defense', 'Russian Interference in 2016 US Elections and Ties to Trump Associates', 'Midterm Elections (2022)', 'Rumors and Misinformation', 'Artificial Intelligence', 'Social Media', 'Elections, Governors', 'Russian Invasion of Ukraine (2022)', 'Biden, Joseph R Jr', 'Trump, Donald J', 'China', 'Russia', 'Iran', 'Cuba']",2023-12-24T08:00:46+0000,article,U.S.
Some small independent pharmacies in the city are benefiting from a decline in chain stores. But theft and low reimbursement rates are still making life hard.,At one of the few chain pharmacies still open in the South Bronx — a Rite Aid on Southern Boulevard — just about everything except for the greeting cards is behind plexiglass barriers and sealed with a lock. The Kit Kats. The Pringles. The soda. The dog toys.,"{'main': 'Mom-and-Pop Drugstores Thrive as Chain Pharmacies Close in New York', 'kicker': None, 'content_kicker': None, 'print_headline': 'Small Doses of Local Care', 'name': None, 'seo': None, 'sub': None}","['Drugstores', 'Small Business', 'Drugs (Pharmaceuticals)', 'Robberies and Thefts', 'CVS Caremark Corporation', 'New York City', ""Hell's Kitchen (Manhattan, NY)"", 'South Bronx (Bronx, NY)', 'Washington Heights (Manhattan, NY)']",2023-12-24T08:01:24+0000,article,New York
"An anecdote about wisdom dispensed at a deli claims the top spot in this year’s voting, outpolling four other favorites. All five are presented here.",Dear Diary:,"{'main': 'The Best Metropolitan Diary of 2023: The Readers Speak', 'kicker': 'METROPOLITAN DIARY', 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}",['New York City'],2023-12-24T08:01:24+0000,article,New York
"As President Biden grapples with an unwieldy crisis at the southern border, his likely 2024 rival has leveled many criticisms — including some baseless and misleading claims.",Former President Donald J. Trump has drawn widespread censure after reprising a line that casts undocumented immigrants as “poisoning the blood of our country.”,"{'main': 'Fact-Checking Trump’s Recent Immigration Claims', 'kicker': 'Fact Check', 'content_kicker': None, 'print_headline': 'Trump’s Assertions On Immigration', 'name': None, 'seo': None, 'sub': None}","['Illegal Immigration', 'Terrorism', 'Immigration Detention', 'Rumors and Misinformation', 'Customs and Border Protection (US)', 'Immigration and Customs Enforcement (US)', 'Biden, Joseph R Jr', 'Trump, Donald J', 'Presidential Election of 2024', 'United States Politics and Government']",2023-12-24T08:01:24+0000,article,U.S.
"The Supreme Court justice has built a network of former clerks who share messages, meals and a common vision — wielding influence at universities, law firms and the highest rungs of government.","In late August, amid a rising outcry over revelations that Justice Clarence Thomas had received decades of undisclosed gifts and free luxury travel, a lawyer in Chicago fired off an email to her fellow former Thomas clerks.","{'main': 'Clarence Thomas’s Clerks: An ‘Extended Family’ With Reach and Power', 'kicker': None, 'content_kicker': None, 'print_headline': 'With Ex-Clerks and Allies, Thomas Builds Power Bloc', 'name': None, 'seo': None, 'sub': None}","['Thomas, Clarence', 'Supreme Court (US)', 'Conservatism (US Politics)', 'Legal Profession', 'Law Schools', 'Courts and the Judiciary', 'Voting Rights Act (1965)', 'Voting Rights, Registration and Requirements', 'Affirmative Action', 'Thomas, Virginia Lamp', 'Consovoy, William S', 'Eastman, John C', 'Trump, Donald J', 'United States Politics and Government']",2023-12-24T08:01:25+0000,article,U.S.
